Record Date,Parent ID,Classification ID,Classification Description,Current Month Net Transaction Amount,Fiscal Year to Date Net Transaction Amount,Prior Fiscal Year to Date Net Transaction Amount,Beginning Year Account Balance Amount,Beginning Month Account Balance Amount,Closing Month Account Balance Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2024-09-30,54962328,54962360,Miscellaneous Liability Accounts (Includes Checks Outstanding Etc.),-1232964866.73,9479282147.17,-1816442755.84,29359276280.30,40071523294.20,38838558427.47,6,20,20,9360,D,GL,2,1.5,2024,4,2024,3,09,30
2024-09-30,54962339,54962340,Federal Securities Held as Investments of Government Accounts (See Schedule D),71824314523.59,321124171252.62,209129563898.84,6817835168299.68,7067135025028.71,7138959339552.30,6,13,13,9202,D,GL,4,1.1.4.1,2024,4,2024,3,09,30
2024-09-30,54962339,54962341,Less Discount on Federal Securities Held as Investments of Government Accounts,578680397.10,39173688841.85,41353052871.11,69340778339.78,107935786784.53,108514467181.63,6,14,14,9230,D,GL,4,1.1.4.2,2024,4,2024,3,09,30
2024-09-30,54962339,54962343,Net Federal Securities Held as Investments of Government Accounts,71245634126.49,281950482410.77,167776511027.73,6748494389959.90,6959199238244.18,7030444872370.67,6,15,15,9240,T,GL,4,1.1.4.3,2024,4,2024,3,09,30
2024-09-30,54962329,54962346,Total Borrowing from the Public,143707782076.08,1959809451328.12,1982669321193.69,26239503859339.75,28055605528591.78,28199313310667.92,6,16,16,9310,T,GL,3,1.1.5,2024,4,2024,3,09,30
2024-09-30,54962328,54962349,Accrued Interest Payable to the Public,7934428357.59,17323013786.80,35496831669.44,116746002402.85,126134587832.06,134069016189.65,6,17,17,9320,D,GL,2,1.2,2024,4,2024,3,09,30
2024-09-30,54962328,54962352,Allocations of Special Drawing Rights,1121052035.45,4754133580.66,4031652299.61,151041086636.79,154674168182.00,155795220217.45,6,18,18,9347,D,GL,2,1.3,2024,4,2024,3,09,30
2024-09-30,54962328,54962363,Total Liability Accounts,154611424686.32,1994499477574.97,2023507209706.46,26567216460706.53,28407104513595.17,28561715938281.55,6,21,21,9361,T,GL,2,1.6,2024,4,2024,3,09,30
2024-09-30,54962365,54962367,Cash and Monetary Assets:,null,null,null,null,null,null,6,23,23,9363,S,GL,2,2.1,2024,4,2024,3,09,30
2024-09-30,54962367,54962369,U.S. Treasury Operating Cash:,null,null,null,null,null,null,6,24,24,9364,S,GL,3,2.1.1,2024,4,2024,3,09,30
2024-09-30,54962369,54962370,Federal Reserve Account,176212701938.43,228836065771.59,20895818153.94,656889356136.07,709512719969.23,885725421907.66,6,25,25,9500,D,GL,4,2.1.1.1,2024,4,2024,3,09,30
2024-09-30,54962367,54962404,Total Cash and Monetary Assets,178130358308.58,229913986926.58,31142984300.14,872791672111.91,924575300729.91,1102705659038.49,6,41,41,9519,T,GL,3,2.1.6,2024,4,2024,3,09,30
2024-09-30,54962365,54962407,Non-Federal Securities of the National Railroad Retirement Investment Trust,234821338.41,1661669166.97,546097178.99,24469176142.05,25896023970.61,26130845309.02,6,42,42,9542,D,GL,2,2.2,2024,4,2024,3,09,30
2024-09-30,54962365,54962409,Net Activity, Guaranteed Loan Financing (See Schedule E),3764849869.82,27058147509.13,37225003232.79,82652031602.28,105945329241.59,109710179111.41,6,43,43,9550,D,GL,2,2.3,2024,4,2024,3,09,30
2024-09-30,54962365,54962411,Net Activity, Direct Loan Financing (See Schedule E),39611669961.27,-92449039857.37,259431561023.39,1598362811445.36,1466302101626.72,1505913771587.99,6,44,44,9555,D,GL,2,2.4,2024,4,2024,3,09,30
2024-09-30,54962365,54962415,Total Asset Accounts,221749999510.15,166094228635.31,328230733321.17,2578379524323.14,2522723753448.30,2744473752958.45,6,46,46,9562,T,GL,2,2.6,2024,4,2024,3,09,30
2024-09-30,54962365,54962413,Miscellaneous Asset Accounts,8300032.07,-90535110.00,-114912414.14,103833021.54,4997879.47,13297911.54,6,45,45,9561,D,GL,2,2.5,2024,4,2024,3,09,30
2024-08-31,54727958,54728006,Net Activity, Direct Loan Financing (See Schedule E),-14722142138.53,-132060709818.64,227071817001.97,1598362811445.36,1481024243765.25,1466302101626.72,6,44,44,9555,D,GL,2,2.4,2024,4,2024,3,08,31
2024-08-31,54727958,54728009,Miscellaneous Asset Accounts,-168937959.41,-98835142.07,-97680963.88,103833021.54,173935838.88,4997879.47,6,45,45,9561,D,GL,2,2.5,2024,4,2024,3,08,31
2024-08-31,54727958,54728011,Total Asset Accounts,-157590367784.75,-55655770874.84,180732724128.41,2578379524323.14,2680314121233.05,2522723753448.30,6,46,46,9562,T,GL,2,2.6,2024,4,2024,3,08,31
2024-08-31,54727958,54728004,Net Activity, Guaranteed Loan Financing (See Schedule E),354985418.61,23293297639.31,34580187782.28,82652031602.28,105590343822.98,105945329241.59,6,43,43,9550,D,GL,2,2.3,2024,4,2024,3,08,31
2024-08-31,54727927,54727942,Deduct:,null,null,null,null,null,null,6,12,12,9200,S,GL,3,1.1.4,2024,4,2024,3,08,31
2024-08-31,null,54728017,Total Budget and Off-Budget Federal Entities (Financing of Deficit (+) or Disposition of Surplus (-)),380080405434.50,1897078997941.78,1524524798333.81,23988836747522.00,25505835340029.30,25885915745463.80,6,49,49,9661,T,GL,1,5,2024,4,2024,3,08,31
2024-08-31,null,54727925,Liability Accounts:,null,null,null,null,null,null,6,1,1,9029,S,GL,1,1,2024,4,2024,3,08,31
2024-08-31,null,54728013,Excess of Liabilities (+) or Assets (-),380413531873.70,1895543676859.49,1524197805429.71,23988836747522.00,25503966892507.80,25884380424381.50,6,47,47,9563,T,GL,1,3,2024,4,2024,3,08,31
2024-08-31,null,54728015,Transactions Not Applied to Current Year's Surplus or Deficit (See Schedule A for Details),-333126439.20,1535321082.29,326992904.10,0.00,1868447521.49,1535321082.29,6,48,48,9624,D,GL,1,4,2024,4,2024,3,08,31
2024-08-31,54727958,54728002,Non-Federal Securities of the National Railroad Retirement Investment Trust,387396682.94,1426847828.56,1149188711.06,24469176142.05,25508627287.67,25896023970.61,6,42,42,9542,D,GL,2,2.2,2024,4,2024,3,08,31
2024-08-31,54727979,54727981,U.S. Subscription to International Monetary Fund:,null,null,null,null,null,null,6,32,32,9509,S,GL,4,2.1.3.1,2024,4,2024,3,08,31
2024-08-31,54727981,54727983,Direct Quota Payments,0.00,0.00,0.00,111629078113.37,111629078113.37,111629078113.37,6,33,33,9510,D,GL,5,2.1.3.1.1,2024,4,2024,3,08,31
2024-08-31,54727981,54727985,Maintenance of Value Adjustments,1509146736.17,2625041166.11,4154746829.54,-2493675008.00,-1377780578.06,131366158.11,6,34,34,9511,D,GL,5,2.1.3.1.2,2024,4,2024,3,08,31
2024-08-31,54727979,54727987,Letter of Credit Issued to IMF,952620200.80,-2285778008.02,-407300895.59,-78365352623.93,-81603750832.75,-80651130631.95,6,35,35,9512,D,GL,4,2.1.3.2,2024,4,2024,3,08,31
2024-08-31,54727979,54727989,Dollar Deposits with the IMF,2226252.97,91305709.45,-33252444.17,-369912534.95,-280833078.47,-278606825.50,6,36,36,9513,D,GL,4,2.1.3.3,2024,4,2024,3,08,31
2024-08-31,54727979,54727991,Receivable/Payable (-) for Interim Maintenance of Value Adjustments,-4503550412.72,-5158039819.89,-2929390794.85,1569942844.58,915453437.41,-3588096975.31,6,37,37,9515,D,GL,4,2.1.3.4,2024,4,2024,3,08,31
2024-08-31,54727959,54727979,Reserve Position on the U.S. Quota in the IMF:,null,null,null,null,null,null,6,31,31,9508,S,GL,3,2.1.3,2024,4,2024,3,08,31
2024-08-31,54727925,54727927,Borrowing from the Public:,null,null,null,null,null,null,6,2,2,9030,S,GL,2,1.1,2024,4,2024,3,08,31
2024-08-31,54727970,54727974,SDR Certificates Issued to Federal Reserve Banks,0.00,-5000000000.00,0.00,-5200000000.00,-10200000000.00,-10200000000.00,6,29,29,9506,D,GL,4,2.1.2.2,2024,4,2024,3,08,31
2024-08-31,54727970,54727977,Balance,3255805826.17,4593119919.45,10726314627.40,156857809212.51,158195123305.79,161450929131.96,6,30,30,9507,T,GL,4,2.1.2.3,2024,4,2024,3,08,31
2024-08-31,54727979,54727994,Balance,-2039557222.78,-4727470952.35,784802694.93,31970080791.07,29282167061.50,27242609838.72,6,38,38,9516,T,GL,4,2.1.3.5,2024,4,2024,3,08,31
2024-08-31,54727959,54727996,Loans to International Monetary Fund,0.00,-79206205.29,-451336584.03,79206205.30,0.01,0.01,6,39,39,9517,D,GL,3,2.1.4,2024,4,2024,3,08,31
2024-08-31,54727959,54727998,Other Cash and Monetary Assets,-169843855.17,-626177976.97,1120050759.17,26995219766.96,26538885645.16,26369041789.99,6,40,40,9518,D,GL,3,2.1.5,2024,4,2024,3,08,31
2024-08-31,54727959,54728000,Total Cash and Monetary Assets,-143441669788.36,51783628618.00,-81970788403.02,872791672111.91,1068016970518.27,924575300729.91,6,41,41,9519,T,GL,3,2.1.6,2024,4,2024,3,08,31
2024-08-31,null,54727958,Asset Accounts (Deduct),null,null,null,null,null,null,6,22,22,9362,S,GL,1,2,2024,4,2024,3,08,31
2024-08-31,54727961,54727968,Balance,-144488074536.58,52623363833.16,-94150619900.49,656889356136.07,854000794505.81,709512719969.23,6,26,26,9503,T,GL,4,2.1.1.2,2024,4,2024,3,08,31
2024-08-31,54727959,54727970,Special Drawing Rights:,null,null,null,null,null,null,6,27,27,9504,S,GL,3,2.1.2,2024,4,2024,3,08,31
2024-08-31,54727970,54727972,Total Holdings,3255805826.17,9593119919.45,10726314627.40,162057809212.51,168395123305.79,171650929131.96,6,28,28,9505,D,GL,4,2.1.2.1,2024,4,2024,3,08,31
2024-08-31,54727929,54727933,Total Treasury Securities Outstanding,151286193489.03,2088722798066.90,1985237715554.22,33167334000000.00,35104771000000.00,35256057000000.00,6,6,6,9036,T,GL,4,1.1.1.3,2024,4,2024,3,08,31
2024-08-31,54727933,54727935,Plus Premium on Treasury Securities,-591752245.92,3338584029.76,84085130.61,65691398754.98,69621735030.66,69029982784.74,6,7,7,9040,D,GL,5,1.1.1.3.1,2024,4,2024,3,08,31
2024-08-31,54727927,54727929,Treasury Securities, Issued Under General Financing Authorities:,null,null,null,null,null,null,6,3,3,9032,S,GL,3,1.1.1,2024,4,2024,3,08,31
2024-08-31,54727929,54727930,Debt Held by the Public,237493517042.62,1837862572644.51,1744857922526.03,26330141573814.20,27930510629416.10,28168004146458.70,6,4,4,9034,D,GL,4,1.1.1.1,2024,4,2024,3,08,31
2024-08-31,54727929,54727932,Intragovernmental Holdings,-86207323553.59,250860225422.39,240379793028.19,6837191571531.22,7174259120507.20,7088051796953.61,6,5,5,9035,D,GL,4,1.1.1.2,2024,4,2024,3,08,31
2024-08-31,54727933,54727936,Less Discount on Treasury Securities,1026106703.16,65857603583.34,87303519497.68,264593983930.01,329425480810.19,330451587513.35,6,8,8,9045,D,GL,5,1.1.1.3.2,2024,4,2024,3,08,31
2024-08-31,54727933,54727938,Total Treasury Securities Net of Premium and Discount,149668334539.95,2026203778513.32,1898018281187.15,32968430560170.39,34844966004143.77,34994634338683.70,6,9,9,9055,T,GL,5,1.1.1.3.3,2024,4,2024,3,08,31
2024-08-31,54727927,54727939,Agency Securities, Issued Under Special Financing Authorities (See Schedule B; for Other Agency Borrowing, See Schedule C),-140553896.00,602739023.00,300895312.00,19567689129.26,20310982048.26,20170428152.26,6,10,10,9102,D,GL,3,1.1.2,2024,4,2024,3,08,31
2024-08-31,54727927,54727941,Total Federal Securities,149527780643.95,2026806517536.32,1898319176499.15,32987998249299.65,34865276986192.03,35014804766835.96,6,11,11,9103,T,GL,3,1.1.3,2024,4,2024,3,08,31
2024-08-31,54727942,54727944,Federal Securities Held as Investments of Government Accounts (See Schedule D),-85717737187.96,249299856729.03,241542436791.01,6817835168299.68,7152852762216.67,7067135025028.71,6,13,13,9202,D,GL,4,1.1.4.1,2024,4,2024,3,08,31
2024-08-31,54727942,54727945,Less Discount on Federal Securities Held as Investments of Government Accounts,1061677847.92,38595008444.75,41960620776.73,69340778339.78,106874108936.61,107935786784.53,6,14,14,9230,D,GL,4,1.1.4.2,2024,4,2024,3,08,31
2024-08-31,54727927,54727948,Total Borrowing from the Public,236307195679.83,1816101669252.04,1698737360484.87,26239503859339.75,27819298332911.97,28055605528591.78,6,16,16,9310,T,GL,3,1.1.5,2024,4,2024,3,08,31
2024-08-31,54727925,54727950,Accrued Interest Payable to the Public,-16235289697.78,9388585429.21,505327685.06,116746002402.85,142369877529.84,126134587832.06,6,17,17,9320,D,GL,2,1.2,2024,4,2024,3,08,31
2024-08-31,54727925,54727952,Allocations of Special Drawing Rights,2089337758.69,3633081545.21,5749986157.23,151041086636.79,152584830423.31,154674168182.00,6,18,18,9347,D,GL,2,1.3,2024,4,2024,3,08,31
2024-08-31,54727925,54727953,Deposit Funds,2928392951.98,52469648.29,-89826227.96,30566047185.44,27690123881.75,30618516833.73,6,19,19,9350,D,GL,2,1.4,2024,4,2024,3,08,31
2024-08-31,54727925,54727955,Miscellaneous Liability Accounts (Includes Checks Outstanding Etc.),-2266472603.77,10712100109.90,27681458.92,29359276280.30,42337848993.97,40071376390.20,6,20,20,9360,D,GL,2,1.5,2024,4,2024,3,08,31
2024-08-31,54727942,54727947,Net Federal Securities Held as Investments of Government Accounts,-86779415035.88,210704848284.28,199581816014.28,6748494389959.90,7045978653280.06,6959199238244.18,6,15,15,9240,T,GL,4,1.1.4.3,2024,4,2024,3,08,31
2024-08-31,54727925,54727956,Total Liability Accounts,222823164088.95,1839887905984.65,1704930529558.12,26567216271845.13,28184281013740.84,28407104177829.77,6,21,21,9361,T,GL,2,1.6,2024,4,2024,3,08,31
2024-08-31,54727958,54727959,Cash and Monetary Assets:,null,null,null,null,null,null,6,23,23,9363,S,GL,2,2.1,2024,4,2024,3,08,31
2024-08-31,54727959,54727961,U.S. Treasury Operating Cash:,null,null,null,null,null,null,6,24,24,9364,S,GL,3,2.1.1,2024,4,2024,3,08,31
2024-08-31,54727961,54727962,Federal Reserve Account,-144488074536.58,52623363833.16,-94150619900.49,656889356136.07,854000794505.81,709512719969.23,6,25,25,9500,D,GL,4,2.1.1.1,2024,4,2024,3,08,31
2024-07-31,54441126,54441170,Total Liability Accounts,322073267433.99,1617064741895.70,1410632696075.91,26567216271845.13,27862207746306.91,28184281013740.84,6,21,21,9361,T,GL,2,1.6,2024,4,2024,3,07,31
2024-07-31,null,54441171,Asset Accounts (Deduct),null,null,null,null,null,null,6,22,22,9362,S,GL,1,2,2024,4,2024,3,07,31
2024-07-31,54441171,54441172,Cash and Monetary Assets:,null,null,null,null,null,null,6,23,23,9363,S,GL,2,2.1,2024,4,2024,3,07,31
2024-07-31,54441172,54441175,U.S. Treasury Operating Cash:,null,null,null,null,null,null,6,24,24,9364,S,GL,3,2.1.1,2024,4,2024,3,07,31
2024-07-31,54441126,54441169,Miscellaneous Liability Accounts (Includes Checks Outstanding Etc.),1757292552.94,12978572713.67,3606162809.31,29359276280.30,40580556441.03,42337848993.97,6,20,20,9360,D,GL,2,1.5,2024,4,2024,3,07,31
2024-07-31,54441136,54441153,Plus Premium on Treasury Securities,1202889648.21,3930336275.68,688077583.01,65691398754.98,68418845382.45,69621735030.66,6,7,7,9040,D,GL,5,1.1.1.3.1,2024,4,2024,3,07,31
2024-07-31,54441136,54441155,Less Discount on Treasury Securities,459801600.24,64831496880.18,80606655126.06,264593983930.01,328965679209.95,329425480810.19,6,8,8,9045,D,GL,5,1.1.1.3.2,2024,4,2024,3,07,31
2024-07-31,54441136,54441158,Total Treasury Securities Net of Premium and Discount,273879305955.53,1876535443973.37,1599754861148.22,32968430560170.39,34571086698188.30,34844966004143.77,6,9,9,9055,T,GL,5,1.1.1.3.3,2024,4,2024,3,07,31
2024-07-31,54441128,54441159,Agency Securities, Issued Under Special Financing Authorities (See Schedule B; for Other Agency Borrowing, See Schedule C),91060670.00,743292919.00,491334560.00,19567689129.26,20219921378.26,20310982048.26,6,10,10,9102,D,GL,3,1.1.2,2024,4,2024,3,07,31
2024-07-31,54441128,54441160,Total Federal Securities,273970366625.53,1877278736892.37,1600246195708.22,32987998249299.65,34591306619566.56,34865276986192.03,6,11,11,9103,T,GL,3,1.1.3,2024,4,2024,3,07,31
2024-07-31,54441128,54441165,Total Borrowing from the Public,319363505930.99,1579794473572.21,1370466250041.85,26239503859339.75,27499934826981.04,27819298332911.97,6,16,16,9310,T,GL,3,1.1.5,2024,4,2024,3,07,31
2024-07-31,54441130,54441134,Intragovernmental Holdings,-44478761557.10,337067548975.98,270066891034.01,6837191571531.22,7218737882064.30,7174259120507.20,6,5,5,9035,D,GL,4,1.1.1.2,2024,4,2024,3,07,31
2024-07-31,54441130,54441136,Total Treasury Securities Outstanding,273136217907.56,1937436604577.87,1679673438691.27,33167334000000.00,34831633532015.80,35104771000000.00,6,6,6,9036,T,GL,4,1.1.1.3,2024,4,2024,3,07,31
2024-07-31,54441161,54441162,Federal Securities Held as Investments of Government Accounts (See Schedule D),-44673539172.78,335017593916.99,271172988643.40,6817835168299.68,7197526301389.45,7152852762216.67,6,13,13,9202,D,GL,4,1.1.4.1,2024,4,2024,3,07,31
2024-07-31,54441161,54441163,Less Discount on Federal Securities Held as Investments of Government Accounts,719600132.68,37533330596.83,41393042977.03,69340778339.78,106154508803.93,106874108936.61,6,14,14,9230,D,GL,4,1.1.4.2,2024,4,2024,3,07,31
2024-07-31,54441161,54441164,Net Federal Securities Held as Investments of Government Accounts,-45393139305.46,297484263320.16,229779945666.37,6748494389959.90,7091371792585.52,7045978653280.06,6,15,15,9240,T,GL,4,1.1.4.3,2024,4,2024,3,07,31
2024-07-31,54441126,54441167,Allocations of Special Drawing Rights,1502393506.52,1543743786.52,7243190712.64,151041086636.79,151082436916.79,152584830423.31,6,18,18,9347,D,GL,2,1.3,2024,4,2024,3,07,31
2024-07-31,54441126,54441168,Deposit Funds,-759635875.28,-2875923303.69,-953149151.71,30566047185.44,28449759757.03,27690123881.75,6,19,19,9350,D,GL,2,1.4,2024,4,2024,3,07,31
2024-07-31,null,54441126,Liability Accounts:,null,null,null,null,null,null,6,1,1,9029,S,GL,1,1,2024,4,2024,3,07,31
2024-07-31,54441171,54441235,Total Asset Accounts,79186859017.71,101934596909.91,-202498141994.23,2578379524323.14,2601127262215.34,2680314121233.05,6,46,46,9562,T,GL,2,2.6,2024,4,2024,3,07,31
2024-07-31,null,54441237,Excess of Liabilities (+) or Assets (-),242886408416.28,1515130144985.79,1613130838070.14,23988836747522.00,25261080484091.50,25503966892507.80,6,47,47,9563,T,GL,1,3,2024,4,2024,3,07,31
2024-07-31,null,54441240,Transactions Not Applied to Current Year's Surplus or Deficit (See Schedule A for Details),854678881.15,1868447521.49,649532957.40,0.00,1013768640.34,1868447521.49,6,48,48,9624,D,GL,1,4,2024,4,2024,3,07,31
2024-07-31,null,54441242,Total Budget and Off-Budget Federal Entities (Financing of Deficit (+) or Disposition of Surplus (-)),243741087297.43,1516998592507.28,1613780371027.54,23988836747522.00,25262094252731.90,25505835340029.30,6,49,49,9661,T,GL,1,5,2024,4,2024,3,07,31
2024-07-31,54441126,54441128,Borrowing from the Public:,null,null,null,null,null,null,6,2,2,9030,S,GL,2,1.1,2024,4,2024,3,07,31
2024-07-31,54441188,54441196,Balance,2184202133.34,1337314093.28,10599775092.05,156857809212.51,156010921172.45,158195123305.79,6,30,30,9507,T,GL,4,2.1.2.3,2024,4,2024,3,07,31
2024-07-31,54441128,54441130,Treasury Securities, Issued Under General Financing Authorities:,null,null,null,null,null,null,6,3,3,9032,S,GL,3,1.1.1,2024,4,2024,3,07,31
2024-07-31,54441202,54441205,Direct Quota Payments,0.00,0.00,0.00,111629078113.37,111629078113.37,111629078113.37,6,33,33,9510,D,GL,5,2.1.3.1.1,2024,4,2024,3,07,31
2024-07-31,54441171,54441233,Miscellaneous Asset Accounts,60885127.59,70102817.34,-42249806.67,103833021.54,113050711.29,173935838.88,6,45,45,9561,D,GL,2,2.5,2024,4,2024,3,07,31
2024-07-31,54441126,54441166,Accrued Interest Payable to the Public,209711318.82,25623875126.99,30270241663.82,116746002402.85,142160166211.02,142369877529.84,6,17,17,9320,D,GL,2,1.2,2024,4,2024,3,07,31
2024-07-31,54441130,54441132,Debt Held by the Public,317614979464.66,1600369055601.89,1409606547657.26,26330141573814.20,27612895649951.50,27930510629416.10,6,4,4,9034,D,GL,4,1.1.1.1,2024,4,2024,3,07,31
2024-07-31,54441200,54441215,Receivable/Payable (-) for Interim Maintenance of Value Adjustments,-791293975.29,-654489407.17,-3611200315.60,1569942844.58,1706747412.70,915453437.41,6,37,37,9515,D,GL,4,2.1.3.4,2024,4,2024,3,07,31
2024-07-31,54441200,54441217,Balance,-197071278.45,-2687913729.57,1318194389.67,31970080791.07,29479238339.95,29282167061.50,6,38,38,9516,T,GL,4,2.1.3.5,2024,4,2024,3,07,31
2024-07-31,54441172,54441220,Loans to International Monetary Fund,0.00,-79206205.29,-303500329.41,79206205.30,0.01,0.01,6,39,39,9517,D,GL,3,2.1.4,2024,4,2024,3,07,31
2024-07-31,54441172,54441223,Other Cash and Monetary Assets,-296928418.25,-456334121.80,1173187396.10,26995219766.96,26835814063.41,26538885645.16,6,40,40,9518,D,GL,3,2.1.5,2024,4,2024,3,07,31
