Record Date,Parent ID,Classification ID,Classification Description,Current Month Gross Receipts Amount,Current Month Refund Amount,Current Month Net Receipts Amount,Current Fiscal Year to Date Gross Receipts Amount,Current Fiscal Year to Date Refund Amount,Current Fiscal Year to Date Net Receipts Amount,Prior Fiscal Year to Date Gross Receipts Amount,Prior Fiscal Year to Date Refund Amount,Prior Fiscal Year to Date Net Receipts Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2024-09-30,54962256,54962260,Federal Insurance Contributions Act Taxes,29914000000.00,null,29914000000.00,349848000000.00,null,349848000000.00,331000000000.00,8819.38,330999991180.62,4,22,22,222,D,SRS,4,3.1.3.1,2024,4,2024,3,09,30
2024-09-30,54962308,54962311,Federal Employees' Retirement--Employee Share,706108961.53,null,706108961.53,7930737010.95,null,7930737010.95,6882269814.47,null,6882269814.47,4,38,38,279,D,RSG,3,3.3.1,2024,4,2024,3,09,30
2024-09-30,54962197,54962203,Other,118718641902.89,null,null,959070921625.37,null,null,855258622839.35,null,null,4,4,4,110,D,SRS,2,1.3,2024,4,2024,3,09,30
2024-09-30,54962197,54962206,Total -- Individual Income Taxes,257641985465.03,7584505422.81,250057480042.22,2725492834384.25,299425846058.36,2426066988325.89,2549801448203.42,373320799292.68,2176480648910.74,4,5,5,120,T,RSG,2,1.4,2024,4,2024,3,09,30
2024-09-30,null,54962207,Corporation Income Taxes,110022315375.49,1467099573.97,108555215801.52,565036107313.31,35169304675.74,529866802637.57,457367795908.26,37783945943.94,419583849964.32,4,6,6,130,D,RSG,1,2,2024,4,2024,3,09,30
2024-09-30,54962211,54962214,Federal Old-Age and Survivors Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,9,9,160,S,RSG,3,3.1.1,2024,4,2024,3,09,30
2024-09-30,54962214,54962217,Federal Insurance Contributions Act Taxes,86725000000.00,4505636000.00,82219364000.00,1001227000000.00,4505636000.00,996721364000.00,939815872600.00,5395718000.00,934420154600.00,4,10,10,200,D,SRS,4,3.1.1.1,2024,4,2024,3,09,30
2024-09-30,54962214,54962220,Self-Employment Contributions Act Taxes,8824000000.00,null,8824000000.00,54478000000.00,null,54478000000.00,48201000000.01,null,48201000000.01,4,11,11,204,D,SRS,4,3.1.1.2,2024,4,2024,3,09,30
2024-09-30,54962308,54962313,Non-Federal Employees Retirement,3433779.20,null,3433779.20,23219041.77,null,23219041.77,21508912.85,null,21508912.85,4,39,39,284,D,RSG,3,3.3.2,2024,4,2024,3,09,30
2024-09-30,null,54962197,Individual Income Taxes,null,null,null,null,null,null,null,null,null,4,1,1,100,D,RSG,1,1,2024,4,2024,3,09,30
2024-09-30,null,54962355,Miscellaneous Receipts:,null,null,null,null,null,null,null,null,null,4,50,50,800,S,RSG,1,7,2024,4,2024,3,09,30
2024-09-30,54962368,54962380,Total -- Off-Budget,111468109169.24,5270744000.00,106197365169.24,1265153475356.88,5270744000.00,1259882731356.88,1200067292518.17,6311972000.00,1193755320518.17,4,57,57,850,T,SL,2,8.2,2024,4,2024,3,09,30
2024-09-30,54962210,54962308,Other Retirement:,null,null,null,null,null,null,null,null,null,4,37,37,270,S,RSG,2,3.3,2024,4,2024,3,09,30
2024-09-30,null,54962210,Social Insurance and Retirement Receipts:,null,null,null,null,null,null,null,null,null,4,7,7,140,S,RSG,1,3,2024,4,2024,3,09,30
2024-09-30,54962211,54962284,Railroad Retirement:,null,null,null,null,null,null,null,null,null,4,28,28,230,S,RSG,3,3.1.4,2024,4,2024,3,09,30
2024-09-30,54962355,54962364,All Other,3656204047.24,1932320.19,3654271727.05,31664715365.43,16313644.42,31648401721.01,30497392638.96,25444084.05,30471948554.91,4,53,53,810,D,RSG,2,7.3,2024,4,2024,3,09,30
2024-09-30,54962355,54962366,Total -- Miscellaneous Receipts,4608021095.33,1932320.19,4606088775.14,43171569231.70,16313644.42,43155255587.28,38984169934.58,25444084.05,38958725850.53,4,54,54,820,T,RSG,2,7.4,2024,4,2024,3,09,30
2024-09-30,null,54962368,Total -- Receipts,543267628901.32,15647917924.24,527619710977.08,5265100414687.56,346364769949.31,4918735644738.25,4886686756987.90,447400773148.63,4439285983839.27,4,55,55,830,T,SL,1,8,2024,4,2024,3,09,30
2024-09-30,54962368,54962377,Total -- On-Budget,431799519732.08,10377173924.24,421422345807.84,3999946939330.68,341094025949.31,3658852913381.37,3686619464469.73,441088801148.63,3245530663321.10,4,56,56,840,T,SL,2,8.1,2024,4,2024,3,09,30
2024-09-30,54962284,54962287,Rail Pension and Supplemental Annuity,339830807.51,394605.47,339436202.04,3696695061.51,13887631.78,3682807429.73,3728798113.31,10504670.77,3718293442.54,4,29,29,235,D,RSG,4,3.1.4.1,2024,4,2024,3,09,30
2024-09-30,54962284,54962290,Social Security Equivalent Account,287419449.30,348391.08,287071058.22,2587190701.75,12563691.66,2574627010.09,2916190461.99,4662377.96,2911528084.03,4,30,30,240,D,RSG,4,3.1.4.2,2024,4,2024,3,09,30
2024-09-30,54962211,54962293,Total -- Employment and General Retirement,146349318424.70,5271486996.55,141077831428.15,1658295007800.18,5297195323.44,1652997812476.74,1564474910998.82,6327147868.11,1558147763130.71,4,31,31,241,T,RSG,3,3.1.5,2024,4,2024,3,09,30
2024-09-30,54962210,54962296,Unemployment Insurance:,null,null,null,null,null,null,null,null,null,4,32,32,250,S,RSG,2,3.2,2024,4,2024,3,09,30
2024-09-30,54962296,54962298,Deposits by States,847133338.28,null,847133338.28,40442945630.32,null,40442945630.32,41276477335.78,null,41276477335.78,4,33,33,251,D,RSG,3,3.2.1,2024,4,2024,3,09,30
2024-09-30,54962296,54962300,Federal Unemployment Taxes,30649999.95,13277082.04,17372917.91,8129017853.12,123965205.19,8005052647.93,7945286764.99,150249002.88,7795037762.11,4,34,34,254,D,RSG,3,3.2.2,2024,4,2024,3,09,30
2024-09-30,null,54962319,Excise Taxes:,null,null,null,null,null,null,null,null,null,4,42,42,300,S,RSG,1,4,2024,4,2024,3,09,30
2024-09-30,54962197,54962200,Withheld,138922979353.14,null,null,1766400509561.88,null,null,1694519920157.07,null,null,4,2,2,102,D,SRS,2,1.1,2024,4,2024,3,09,30
2024-09-30,54962319,54962325,Highway Trust Fund,4191340836.57,64621000.00,4126719836.57,42530269848.85,444746000.00,42085523848.85,42663925131.75,448250000.00,42215675131.75,4,45,45,310,D,RSG,2,4.3,2024,4,2024,3,09,30
2024-09-30,54962319,54962327,Black Lung Disability Trust Fund,22718000.00,null,22718000.00,270838975.00,null,270838975.00,294734090.00,null,294734090.00,4,46,46,313,D,RSG,2,4.4,2024,4,2024,3,09,30
2024-09-30,54962319,54962344,Total -- Excise Taxes,12879151896.20,583517089.41,12295634806.79,99780522742.71,-1654803954.53,101435326697.24,97528577757.12,21725006898.97,75803570858.15,4,47,47,314,T,RSG,2,4.5,2024,4,2024,3,09,30
2024-09-30,null,54962348,Estate and Gift Taxes,2450083438.27,245982636.13,2204100802.14,32867889578.42,1252013469.44,31615876108.98,35434261474.70,1766113690.77,33668147783.93,4,48,48,350,D,RSG,1,5,2024,4,2024,3,09,30
2024-09-30,null,54962351,Customs Duties,7729376271.49,480116803.14,7249259468.35,83771845472.14,6734935527.25,77036909944.89,86639334831.38,6302066367.23,80337268464.15,4,49,49,405,D,RSG,1,6,2024,4,2024,3,09,30
2024-09-30,54962355,54962358,Deposit of Earnings, Federal Reserve System,254770588.05,null,254770588.05,3130982471.65,null,3130982471.65,580674878.65,null,580674878.65,4,51,51,805,D,RSG,2,7.1,2024,4,2024,3,09,30
2024-09-30,54962355,54962362,Universal Service Fund,697046460.04,null,697046460.04,8375871394.62,null,8375871394.62,7906102416.97,null,7906102416.97,4,52,52,807,D,RSG,2,7.2,2024,4,2024,3,09,30
2024-08-31,null,54727703,Individual Income Taxes,null,null,null,null,null,null,null,null,null,4,1,1,100,D,RSG,1,1,2024,4,2024,3,08,31
2024-08-31,54727703,54727704,Withheld,129602085864.52,null,null,1627477530208.74,null,null,1571055052199.62,null,null,4,2,2,102,D,SRS,2,1.1,2024,4,2024,3,08,31
2024-08-31,54727703,54727705,Presidential Election Campaign Fund,436818.00,null,null,21038988.00,null,null,22432255.00,null,null,4,3,3,105,D,SRS,2,1.2,2024,4,2024,3,08,31
2024-08-31,54727703,54727706,Other,13816898990.23,null,null,840352279722.48,null,null,750007650133.51,null,null,4,4,4,110,D,SRS,2,1.3,2024,4,2024,3,08,31
2024-08-31,54727703,54727707,Total -- Individual Income Taxes,143419421672.75,6774638963.86,136644782708.89,2467850848919.22,291841340635.55,2176009508283.67,2321085134588.13,365625185490.74,1955459949097.39,4,5,5,120,T,RSG,2,1.4,2024,4,2024,3,08,31
2024-08-31,54727710,54727770,Railroad Retirement:,null,null,null,null,null,null,null,null,null,4,28,28,230,S,RSG,3,3.1.4,2024,4,2024,3,08,31
2024-08-31,54727802,54727811,Total -- Other Retirement,810679338.22,null,810679338.22,7244413311.99,null,7244413311.99,6184721297.38,null,6184721297.38,4,40,40,285,T,RSG,3,3.3.3,2024,4,2024,3,08,31
2024-08-31,54727709,54727814,Total -- Social Insurance and Retirement Receipts,130611498837.11,18722548.84,130592776288.27,1567042950605.52,136396450.04,1566906554155.48,1484229356512.64,161535676.58,1484067820836.06,4,41,41,286,T,RSG,2,3.4,2024,4,2024,3,08,31
2024-08-31,null,54727818,Excise Taxes:,null,null,null,null,null,null,null,null,null,4,42,42,300,S,RSG,1,4,2024,4,2024,3,08,31
2024-08-31,54727818,54727819,Miscellaneous Excise Taxes,2032230282.50,442485869.10,1589744413.40,32810604870.32,-2433194352.44,35243799222.76,29912625552.96,16694096968.57,13218528584.39,4,43,43,305,D,RSG,2,4.1,2024,4,2024,3,08,31
2024-08-31,54727818,54727822,Airport and Airway Trust Fund,1968702000.00,null,1968702000.00,15503715988.91,-185251691.50,15688967680.41,20200910306.91,136806461.90,20064103845.01,4,44,44,308,D,RSG,2,4.2,2024,4,2024,3,08,31
2024-08-31,54727818,54727824,Highway Trust Fund,4390064975.92,43081000.00,4346983975.92,38338929012.28,380125000.00,37958804012.28,35444889619.93,382966000.00,35061923619.93,4,45,45,310,D,RSG,2,4.3,2024,4,2024,3,08,31
2024-08-31,54727833,54727841,Total -- Miscellaneous Receipts,12026037843.85,523975.23,12025513868.62,38563548136.37,14381324.23,38549166812.14,33749010408.76,24778823.98,33724231584.78,4,54,54,820,T,RSG,2,7.4,2024,4,2024,3,08,31
2024-08-31,null,54727843,Total -- Receipts,315339999146.11,8800262126.79,306539737019.32,4721832785786.24,330716852025.07,4391115933761.17,4399797848204.68,427986791654.10,3971811056550.58,4,55,55,830,T,SL,1,8,2024,4,2024,3,08,31
2024-08-31,54727843,54727850,Total -- On-Budget,218499999146.11,8800262126.79,209699737019.32,3568147419598.60,330716852025.07,3237430567573.53,3302970309385.46,427986791654.10,2874983517731.36,4,56,56,840,T,SL,2,8.1,2024,4,2024,3,08,31
2024-08-31,54727843,54727853,Total -- Off-Budget,96840000000.00,null,96840000000.00,1153685366187.64,null,1153685366187.64,1096827538819.22,null,1096827538819.22,4,57,57,850,T,SL,2,8.2,2024,4,2024,3,08,31
2024-08-31,null,54727831,Customs Duties,7615291682.62,568340133.66,7046951548.96,76042469200.65,6254818724.11,69787650476.54,79532900826.01,5874072471.00,73658828355.01,4,49,49,405,D,RSG,1,6,2024,4,2024,3,08,31
2024-08-31,null,54727833,Miscellaneous Receipts:,null,null,null,null,null,null,null,null,null,4,50,50,800,S,RSG,1,7,2024,4,2024,3,08,31
2024-08-31,54727833,54727835,Deposit of Earnings, Federal Reserve System,291902957.24,null,291902957.24,2876211883.60,null,2876211883.60,580674878.65,null,580674878.65,4,51,51,805,D,RSG,2,7.1,2024,4,2024,3,08,31
2024-08-31,54727833,54727837,Universal Service Fund,691368200.44,null,691368200.44,7678824934.58,null,7678824934.58,7250212147.43,null,7250212147.43,4,52,52,807,D,RSG,2,7.2,2024,4,2024,3,08,31
2024-08-31,54727833,54727839,All Other,11042766686.17,523975.23,11042242710.94,28008511318.19,14381324.23,27994129993.96,25918123382.68,24778823.98,25893344558.70,4,53,53,810,D,RSG,2,7.3,2024,4,2024,3,08,31
2024-08-31,null,54727709,Social Insurance and Retirement Receipts:,null,null,null,null,null,null,null,null,null,4,7,7,140,S,RSG,1,3,2024,4,2024,3,08,31
2024-08-31,54727709,54727710,Employment and General Retirement:,null,null,null,null,null,null,null,null,null,4,8,8,150,S,RSG,2,3.1,2024,4,2024,3,08,31
2024-08-31,54727710,54727711,Federal Old-Age and Survivors Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,9,9,160,S,RSG,3,3.1.1,2024,4,2024,3,08,31
2024-08-31,null,54727708,Corporation Income Taxes,9676452498.63,868755827.27,8807696671.36,455013791937.82,33702205101.77,421311586836.05,361874031262.48,37418428754.40,324455602508.08,4,6,6,130,D,RSG,1,2,2024,4,2024,3,08,31
2024-08-31,54727709,54727781,Unemployment Insurance:,null,null,null,null,null,null,null,null,null,4,32,32,250,S,RSG,2,3.2,2024,4,2024,3,08,31
2024-08-31,54727781,54727784,Deposits by States,3787803449.58,null,3787803449.58,39595812292.04,null,39595812292.04,41047225422.77,null,41047225422.77,4,33,33,251,D,RSG,3,3.2.1,2024,4,2024,3,08,31
2024-08-31,54727781,54727787,Federal Unemployment Taxes,44508524.90,12546968.35,31961556.55,8098367853.17,110688123.15,7987679730.02,7919870385.14,143655072.55,7776215312.59,4,34,34,254,D,RSG,3,3.2.2,2024,4,2024,3,08,31
2024-08-31,54727781,54727790,Railroad Unemployment Taxes,449480.09,null,449480.09,158667772.84,null,158667772.84,330669949.06,null,330669949.06,4,35,35,255,D,RSG,3,3.2.3,2024,4,2024,3,08,31
2024-08-31,54727709,54727802,Other Retirement:,null,null,null,null,null,null,null,null,null,4,37,37,270,S,RSG,2,3.3,2024,4,2024,3,08,31
2024-08-31,54727770,54727771,Rail Pension and Supplemental Annuity,308821124.54,3279850.80,305541273.74,3356864254.00,13493026.31,3343371227.69,3454813912.03,11937997.82,3442875914.21,4,29,29,235,D,RSG,4,3.1.4.1,2024,4,2024,3,08,31
2024-08-31,54727770,54727774,Social Security Equivalent Account,266236919.78,2895729.69,263341190.09,2299771252.45,12215300.58,2287555951.87,2667661778.22,5942606.21,2661719172.01,4,30,30,240,D,RSG,4,3.1.4.2,2024,4,2024,3,08,31
2024-08-31,54727710,54727777,Total -- Employment and General Retirement,125968058044.32,6175580.49,125961882463.83,1511945689375.48,25708326.89,1511919981048.59,1428746869458.29,17880604.03,1428728988854.26,4,31,31,241,T,RSG,3,3.1.5,2024,4,2024,3,08,31
2024-08-31,null,54727829,Estate and Gift Taxes,3576501352.73,83713808.83,3492787543.90,30417806140.15,1006030833.31,29411775306.84,33507471707.86,1668921006.93,31838550700.93,4,48,48,350,D,RSG,1,5,2024,4,2024,3,08,31
2024-08-31,54727802,54727808,Non-Federal Employees Retirement,1646208.75,null,1646208.75,19785262.57,null,19785262.57,19631260.78,null,19631260.78,4,39,39,284,D,RSG,3,3.3.2,2024,4,2024,3,08,31
2024-08-31,54727818,54727825,Black Lung Disability Trust Fund,23798000.00,null,23798000.00,248120975.00,null,248120975.00,261517419.00,null,261517419.00,4,46,46,313,D,RSG,2,4.4,2024,4,2024,3,08,31
2024-08-31,54727818,54727827,Total -- Excise Taxes,8414795258.42,485566869.10,7929228389.32,86901370846.51,-2238321043.94,89139691890.45,85819942898.80,17213869430.47,68606073468.33,4,47,47,314,T,RSG,2,4.5,2024,4,2024,3,08,31
2024-08-31,54727745,54727754,Receipts from Railroad Retirement Board,null,null,null,645200000.00,null,645200000.00,573200000.00,null,573200000.00,4,24,24,226,D,SRS,4,3.1.3.3,2024,4,2024,3,08,31
2024-08-31,54727745,54727761,Adjustments Attributable to Prior Years-FICA,null,null,null,7203930180.78,null,7203930180.78,3669711838.64,null,3669711838.64,4,25,25,228,D,SRS,4,3.1.3.4,2024,4,2024,3,08,31
2024-08-31,54727745,54727763,Adjustments Attributable to Prior Years-SECA,null,null,null,2663557500.61,null,2663557500.61,-234056889.82,null,-234056889.82,4,26,26,14362,D,SRS,4,3.1.3.5,2024,4,2024,3,08,31
2024-08-31,54727745,54727766,Total -- Federal Hospital Insurance Trust Fund,28553000000.00,null,28553000000.00,352603687681.39,null,352603687681.39,325796854948.82,null,325796854948.82,4,27,27,229,T,RSG,4,3.1.3.6,2024,4,2024,3,08,31
2024-08-31,54727745,54727752,Self-Employment Contributions Act Taxes,417000000.00,null,417000000.00,22157000000.00,null,22157000000.00,18455000000.00,null,18455000000.00,4,23,23,224,D,SRS,4,3.1.3.2,2024,4,2024,3,08,31
2024-08-31,54727781,54727798,Total -- Unemployment Insurance,3832761454.57,12546968.35,3820214486.22,47852847918.05,110688123.15,47742159794.90,49297765756.97,143655072.55,49154110684.42,4,36,36,269,T,RSG,3,3.2.4,2024,4,2024,3,08,31
2024-08-31,54727802,54727804,Federal Employees' Retirement--Employee Share,809033129.47,null,809033129.47,7224628049.42,null,7224628049.42,6165090036.60,null,6165090036.60,4,38,38,279,D,RSG,3,3.3.1,2024,4,2024,3,08,31
2024-08-31,54727711,54727712,Federal Insurance Contributions Act Taxes,81847000000.00,null,81847000000.00,914502000000.00,null,914502000000.00,859850000000.00,null,859850000000.00,4,10,10,200,D,SRS,4,3.1.1.1,2024,4,2024,3,08,31
2024-08-31,54727711,54727713,Self-Employment Contributions Act Taxes,935000000.00,null,935000000.00,45654000000.00,null,45654000000.00,39924000000.00,null,39924000000.00,4,11,11,204,D,SRS,4,3.1.1.2,2024,4,2024,3,08,31
2024-08-31,54727711,54727717,Adjustments Attributable to Prior Years-FICA,null,null,null,23113157126.86,null,23113157126.86,39365182842.06,null,39365182842.06,4,12,12,209,D,SRS,4,3.1.1.3,2024,4,2024,3,08,31
2024-08-31,54727711,54727718,Adjustments Attrbutable to Prior Years-SECA,null,null,null,2933133025.39,null,2933133025.39,-1556028135.52,null,-1556028135.52,4,13,13,14360,D,SRS,4,3.1.1.4,2024,4,2024,3,08,31
2024-08-31,54727710,54727720,Federal Disability Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,15,15,211,S,RSG,3,3.1.2,2024,4,2024,3,08,31
2024-08-31,54727720,54727721,Federal Insurance Contributions Act Taxes,13899000000.00,null,13899000000.00,155293000000.00,null,155293000000.00,146015000000.00,null,146015000000.00,4,16,16,212,D,SRS,4,3.1.2.1,2024,4,2024,3,08,31
2024-08-31,54727720,54727722,Self-Employment Contributions Act Taxes,159000000.00,null,159000000.00,7752000000.00,null,7752000000.00,6780000000.00,null,6780000000.00,4,17,17,214,D,SRS,4,3.1.2.2,2024,4,2024,3,08,31
2024-08-31,54727720,54727735,Adjustments Attributable to Prior Years-FICA,null,null,null,3930174075.58,null,3930174075.58,6683939792.35,null,6683939792.35,4,18,18,219,D,SRS,4,3.1.2.3,2024,4,2024,3,08,31
2024-08-31,54727720,54727740,Adjustments Attributable to Prior Years-SECA,null,null,null,507901959.81,null,507901959.81,-234555679.67,null,-234555679.67,4,19,19,14361,D,SRS,4,3.1.2.4,2024,4,2024,3,08,31
2024-08-31,54727720,54727742,Total -- Federal Disability Insurance Trust Fund,14058000000.00,null,14058000000.00,167483076035.39,null,167483076035.39,159244384112.68,null,159244384112.68,4,20,20,220,T,RSG,4,3.1.2.5,2024,4,2024,3,08,31
2024-08-31,54727710,54727745,Federal Hospital Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,21,21,221,S,RSG,3,3.1.3,2024,4,2024,3,08,31
2024-08-31,54727745,54727747,Federal Insurance Contributions Act Taxes,28136000000.00,null,28136000000.00,319934000000.00,null,319934000000.00,303333000000.00,null,303333000000.00,4,22,22,222,D,SRS,4,3.1.3.1,2024,4,2024,3,08,31
2024-08-31,54727711,54727719,Total -- Federal Old-Age and Survivors Insurance Trust Fund,82782000000.00,null,82782000000.00,986202290152.25,null,986202290152.25,937583154706.54,null,937583154706.54,4,14,14,210,T,RSG,4,3.1.1.5,2024,4,2024,3,08,31
2024-07-31,54441016,54441018,Presidential Election Campaign Fund,443589.00,null,null,20602170.00,null,null,21965257.00,null,null,4,3,3,105,D,SRS,2,1.2,2024,4,2024,3,07,31
2024-07-31,54441030,54441053,Federal Disability Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,15,15,211,S,RSG,3,3.1.2,2024,4,2024,3,07,31
2024-07-31,54441027,54441148,Other Retirement:,null,null,null,null,null,null,null,null,null,4,37,37,270,S,RSG,2,3.3,2024,4,2024,3,07,31
2024-07-31,54441192,54441199,Universal Service Fund,692431897.24,null,692431897.24,6987456734.14,null,6987456734.14,6589197019.06,null,6589197019.06,4,52,52,807,D,RSG,2,7.2,2024,4,2024,3,07,31
2024-07-31,54441192,54441201,All Other,2575502299.34,954897.38,2574547401.96,16965744632.02,13857349.00,16951887283.02,17142152835.43,22854105.62,17119298729.81,4,53,53,810,D,RSG,2,7.3,2024,4,2024,3,07,31
2024-07-31,54441192,54441204,Total -- Miscellaneous Receipts,3689233525.33,954897.38,3688278627.95,26537510292.52,13857349.00,26523652943.52,24312024733.14,22854105.62,24289170627.52,4,54,54,820,T,RSG,2,7.4,2024,4,2024,3,07,31
2024-07-31,null,54441207,Total -- Receipts,335553237340.04,5175809039.95,330377428300.09,4406492786640.13,321916589898.28,4084576196741.85,4098539625862.65,409858775469.33,3688680850393.32,4,55,55,830,T,SL,1,8,2024,4,2024,3,07,31
2024-07-31,54441207,54441221,Total -- On-Budget,241135237340.04,5175809039.95,235959428300.09,3349647420452.49,321916589898.28,3027730830554.21,3091548087043.43,409858775469.33,2681689311574.10,4,56,56,840,T,SL,2,8.1,2024,4,2024,3,07,31
